source_col,input_cols,target_col
Fastest laps,Rnd<|>Circuit<|>Location<|>Date<|>Pole position<|>Fastest lap<|>Winning driver<|>Winning team<|>Supporting,Fastest lap
Date of Entry,Name<|>Japanese<|>Population ( 2012 )<|>Date of designation<|>Region<|>Prefecture,Date of designation
Academy Award,Year<|>Award<|>Category<|>Recipient(s)<|>Result,Award
Year ended,Year<|>Award<|>Category<|>Recipient(s)<|>Result,Year
Year ended,Year<|>Date<|>Location<|>Theme<|>Anthem,Year
Completed?,Irrigation District<|>Juntas de Regantes (WUB)<|>Asociaciones (WUA) (#)<|>Tareas (15.9 tareas = 1 ha)<|>Users (#),Asociaciones (WUA) (#)
Date of designation,Team<|>Outgoing head coach<|>Manner of departure<|>Date of vacancy<|>Position in table<|>Incoming head coach<|>Date of appointment,Date of appointment
Last season,Team<|>Head coach<|>Team captain<|>Kit maker<|>Shirt sponsor<|>Past Season,Past Season
1976,Tournament<|>1986<|>1987<|>1988<|>1989<|>1990<|>1991<|>1992<|>1993<|>1994<|>1995<|>1996<|>1997<|>Career SR<|>Career Win-Loss,1986
Start Time,Date<|>Result<|>Opponent<|>Venue<|>Location<|>Method<|>Round<|>Time<|>Record,Time
Year ended,Year<|>Matches<|>Wins<|>Losses<|>No Result<|>Win %,Year
On air date,Air Date<|>Timeslot (EST)<|>Season<|>Rating<|>Share<|>18-49 (Rating/Share)<|>Viewers (m)<|>Weekly Rank (#),Air Date
Last season,Air Date<|>Timeslot (EST)<|>Season<|>Rating<|>Share<|>18-49 (Rating/Share)<|>Viewers (m)<|>Weekly Rank (#),Season
"$50,000 to $60,000",Year<|>Starts<|>Wins<|>Top 5<|>Top 10<|>Poles<|>Avg. Start<|>Avg. Finish<|>Position,Avg. Start
Weeks in top 12,Year<|>Starts<|>Wins<|>Top 5<|>Top 10<|>Poles<|>Avg. Start<|>Avg. Finish<|>Position,Top 10
Year ended,Year<|>Starts<|>Wins<|>Top 5<|>Top 10<|>Poles<|>Avg. Start<|>Avg. Finish<|>Position,Year
☵ 坎 Kǎn Water,Company<|>Parent company<|>Parent headquarters<|>Plant<|>Models produced<|>Production (latest figures),Production (latest figures)
Year ended,Year<|>Song<|>ARIA Singles Chart<|>Triple J Hottest 100<|>UK Indie Singles Chart<|>UK Singles Chart<|>Album,Year
Year ended,Year<|>Game<|>Team<|>Runner-up<|>Score,Year
Last season,Season<|>Winners<|>Score<|>Runners-up<|>Venue,Season
Year ended,Year<|>Order No.<|>Quantity<|>GER Nos.<|>LNER No.<|>LNER 1946 No.,Year
High school,School<|>Mascot<|>Location<|>League<|>Enrollment,School
Fastest laps,Grand Prix<|>Pole position<|>Fastest lap<|>Winning driver<|>Winning constructor<|>Report,Fastest lap
Music Director,Year<|>Song Title<|>Film<|>Co - Singer<|>Music - Director,Music - Director
Year ended,Year<|>Song Title<|>Film<|>Co - Singer<|>Music - Director,Year
Song 2 title,Year<|>Song Title<|>Film<|>Co - Singer<|>Music - Director,Song Title
Start Time,Date<|>Time<|>Competition<|>Opponent<|>Ground<|>Score,Time
Start Time,Date<|>Time<|>Round<|>Opponent<|>Ground<|>Score,Time
Previous season 2007 2008,Club<|>City<|>Stadium<|>2009 season<|>Group,2009 season
Last season,Club<|>District<|>Area/Province<|>Stadium<|>First Season<|>Last Title,First Season
Year ended,Ship name<|>Year<|>Length<|>Width<|>Passengers<|>Vessels<|>Speed,Year
English party name,County<|>English name<|>Irish name<|>Population<|>Irish speakers,English name
Completed?,City / Municipality<|>No. of s Barangay<|>Population (2010)<|>Area (km²)<|>Pop. density (per km²),Pop. density (per km²)
"Area (1930) in 1,000skm 2",City / Municipality<|>No. of s Barangay<|>Population (2010)<|>Area (km²)<|>Pop. density (per km²),Area (km²)
Population (2000 census),City / Municipality<|>No. of s Barangay<|>Population (2010)<|>Area (km²)<|>Pop. density (per km²),Population (2010)
Time ( ET ),Date and time ( UTC )<|>Rocket<|>Site<|>Orbit<|>Function<|>Decay ( UTC ),Date and time ( UTC )
Original Canadian air date,No. in series<|>No. in season<|>Title<|>Directed by<|>Written by<|>Original air date<|>Production code<|>Viewers (millions),Original air date
Price ( USD ),Model number<|>sSpec number<|>Frequency<|>Turbo<|>Cores<|>L2 cache<|>L3 cache<|>I/O bus<|>Mult.<|>Memory<|>Voltage<|>TDP<|>Socket<|>Release date<|>Part number(s)<|>Release price ( USD ),Release price ( USD )
Population (Bundaberg),"Barangay<|>Location<|>Classification<|>Population (May, 2000)<|>Population (May, 2010)","Population (May, 2000)"
GAMES,Player<|>Games Played<|>Field Goals<|>Three Pointers<|>Free Throws<|>Rebounds<|>Assists<|>Blocks<|>Steals<|>Points,Games Played
Sensor Size,"Model<|>Release date<|>Sensor res., size<|>Lens(35mmequiv.) zoom, aperture<|>Screen size,pixels<|>Dimensions W×H×D (mm)<|>Weight","Sensor res., size"
Height (m ft),"Model<|>Release date<|>Sensor res., size<|>Lens(35mmequiv.) zoom, aperture<|>Screen size,pixels<|>Dimensions W×H×D (mm)<|>Weight",Dimensions W×H×D (mm)
Last season,Season<|>Series<|>Wins<|>Podiums<|>Position,Season
Year ended,Year<|>Recipient<|>Role<|>Category<|>Result,Year
Age as of 1 February 2014,Iowa State vs.<|>Overall Record<|>in Ames<|>at Opponents Venue<|>at Neutral Site<|>Last 5 Meetings<|>Last 10 Meetings<|>Current Streak<|>Since Beginning of Big 12,Since Beginning of Big 12
Episode number Production number,Episode Number<|>Episode<|>Original Airdate<|>Rating<|>Share<|>Rating/Share (18–49)<|>Viewers (millions)<|>Weekly Rank,Episode Number
Season episode,Episode Number<|>Episode<|>Original Airdate<|>Rating<|>Share<|>Rating/Share (18–49)<|>Viewers (millions)<|>Weekly Rank,Episode
Typical viewing distance (in cm),Rank<|>Athlete<|>Country<|>Distance (metres)<|>Points<|>Adjusted Points,Distance (metres)
Population 2007 census(hab),"Rank in Nyagatare Sectors, 2012<|>Sector<|>Area in sqkm<|>Population August 15, 2012<|>Population, August 15, 2002<|>Population Change 2002-2012 (%)<|>Population Density 2012 (km 2 )","Population August 15, 2012"
July (°C),"Rank in Nyagatare Sectors, 2012<|>Sector<|>Area in sqkm<|>Population August 15, 2012<|>Population, August 15, 2002<|>Population Change 2002-2012 (%)<|>Population Density 2012 (km 2 )","Population, August 15, 2002"
Density (inhabitants km 2 ),"Rank in Nyagatare Sectors, 2012<|>Sector<|>Area in sqkm<|>Population August 15, 2012<|>Population, August 15, 2002<|>Population Change 2002-2012 (%)<|>Population Density 2012 (km 2 )",Population Density 2012 (km 2 )
"Area (1930) in 1,000skm 2","Rank in Nyagatare Sectors, 2012<|>Sector<|>Area in sqkm<|>Population August 15, 2012<|>Population, August 15, 2002<|>Population Change 2002-2012 (%)<|>Population Density 2012 (km 2 )","Rank in Nyagatare Sectors, 2012"
Change (SW Eng),Show<|>Network (Last Aired)<|>Last aired<|>Network (New/Returning)<|>Returning,Network (Last Aired)
Start Time,Title<|>Time<|>Writer(s)<|>Performer(s)<|>Producer(s)<|>Recorded at,Time
year,South or west terminus<|>North or east terminus<|>First year<|>Final year<|>Notes,First year
BYU-UU score,Season<|>Date<|>Winner<|>Score [C ]<|>Venue<|>Competition round,Score [C ]
Last season,Season<|>Date<|>Winner<|>Score [C ]<|>Venue<|>Competition round,Season
Year ended,Sport<|>Body<|>Year<|>Event type<|>Location<|>Nations,Year
Points 2,Position<|>Team<|>Played<|>Won<|>Drawn<|>Lost<|>Goals For<|>Goals Against<|>Goal Difference<|>Points 1,Points 1
Year ended,Year<|>League<|>Reg. Season<|>Playoffs<|>Avg. Attendance,Year
Year ended,Year<|>Engine<|>Power<|>Torque<|>Transmission<|>0–100km/h (60mph)<|>Top speed<|>CO2,Year
Date (Opening),number<|>date of debut<|>name<|>date of birth<|>number of caps<|>number of goals<|>date of death†,date of death†
Date of Entry,number<|>date of debut<|>name<|>date of birth<|>number of caps<|>number of goals<|>date of death†,date of birth
Year ended,Year<|>Date<|>Album<|>Label<|>Format(s),Year
High school,School<|>Location<|>Mascot<|>Enrollment 08-09<|>IHSAA Class<|>IHSAA Class Football<|>County<|>Year Joined,School
IHSAA Class  Football Class,School<|>Location<|>Mascot<|>Enrollment 08-09<|>IHSAA Class<|>IHSAA Class Football<|>County<|>Year Joined,IHSAA Class Football
Year ended,Year<|>Team<|>SckY<|>Int%<|>Rate<|>RAtt<|>RYds<|>RAvg<|>RLng<|>R1st,Year
Change (SW Eng),Year<|>Team<|>SckY<|>Int%<|>Rate<|>RAtt<|>RYds<|>RAvg<|>RLng<|>R1st,R1st
Year ended,Year<|>Team<|>Comp<|>Long<|>Rate<|>RAtt<|>RYds<|>RAvg<|>Lost,Year
"Area (1930) in 1,000skm 2",Team<|># appearances<|>years (won in bold)<|># wins<|># runner-up<|>Most recent final,years (won in bold)
"GDP (PPP) (USD, per capita)","State<|>Adopted<|>Population (2011-01-01)<|>Nominal GDP World Bank, 2009 (million USD)<|>Relative GDP of total (nominal)<|>GDP per capita World Bank, 2009 nominal (USD)","Nominal GDP World Bank, 2009 (million USD)"
GDP (PPP) per capita 2010; African World rank 2010;,"State<|>Adopted<|>Population (2011-01-01)<|>Nominal GDP World Bank, 2009 (million USD)<|>Relative GDP of total (nominal)<|>GDP per capita World Bank, 2009 nominal (USD)","GDP per capita World Bank, 2009 nominal (USD)"
Population (2000 census),"State<|>Adopted<|>Population (2011-01-01)<|>Nominal GDP World Bank, 2009 (million USD)<|>Relative GDP of total (nominal)<|>GDP per capita World Bank, 2009 nominal (USD)",Population (2011-01-01)
Year ended,Edition<|>Year<|>City<|>Country<|>Date<|>No. of Events<|>Top Team,Year
Year ended,Year<|>Tournaments played<|>Cuts made*<|>Wins<|>2nd<|>Top 10s<|>Best finish<|>Earnings ($)<|>Money list rank<|>Scoring average<|>Scoring rank,Year
High school,School<|>Nickname<|>City<|>Affiliation<|>Conference<|>National Championships,School
Year ended,Year<|>Race<|>Team<|>Pos.<|>Co-driver,Year
Completed?,Region ( NUTS 2006)<|>Total (million € )<|>€ per capita (2005)<|>PPP (million €)<|>PPP € per capita<|>% of EU average GDP (PPP),PPP (million €)
Year ended,Year<|>Recipient<|>Role<|>Play<|>Production,Year
"Area (1930) in 1,000skm 2",Region<|>Capital<|>Area (km²)<|>Area (sq mi)<|>Population,Area (km²)
☵ 坎 Kǎn Water,Region<|>Capital<|>Area (km²)<|>Area (sq mi)<|>Population,Area (sq mi)
Academy Award,Year<|>Award<|>Category<|>Role<|>Result,Award
Year ended,Year<|>Award<|>Category<|>Role<|>Result,Year
Last season,Season<|>1st round<|>2nd round<|>3rd round<|>Finals,Season
Year ended,Year<|>Champion<|>Winning Score<|>Low Amateur<|>Low Professional,Year
Start Time,Date<|>Time<|>Opponent<|>Location<|>Score,Time
Year ended,Year<|>Title<|>Producer<|>Narrator<|>Author<|>Citation,Year
Year ended,SAR No.<|>Builder<|>Year<|>Works No.<|>Firebox<|>Driver Diameter,Year
Year ended,Year<|>League<|>Class<|>Record<|>Finish<|>Manager<|>Playoffs,Year
Year ended,Year<|>Party<|>Governor<|>Lieutenant Governor<|>Comptroller<|>Attorney General<|>U.S. Senate,Year
Year ended,Year<|>Record<|>Regular Season Finish<|>Playoffs<|>Avg Attend.,Year
Rushing yards,Player<|>Games<|>Reception<|>Yards<|>Long,Yards
Rushing yards,Player<|>Games<|>Returns<|>Yards<|>Long<|>Yards per return,Yards
Year ended,Awards<|>Year<|>Category<|>Result<|>Production<|>Roll,Year
Prize money ( $ ),Year<|>Player<|>Country<|>Score<|>To par<|>Margin of victory<|>Course<|>Location<|>Purse ( $ )<|>Winners share ($),Purse ( $ )
Year ended,Year<|>Player<|>Country<|>Score<|>To par<|>Margin of victory<|>Course<|>Location<|>Purse ( $ )<|>Winners share ($),Year
Date of Entry,Child<|>Date of birth<|>Mother<|>Father<|>DNA testing status,Date of birth
Wins (Indoor),Player<|>Country<|>Year(s) Won<|>Total<|>To par<|>Finish,Year(s) Won
High school,School<|>Location<|>Mascot<|>County<|>Enrollment 08-09<|>IHSAA Class<|>IHSAA Class Football<|>Year Joined<|>Previous Conference,School
IHSAA Class  Football Class,School<|>Location<|>Mascot<|>County<|>Enrollment 08-09<|>IHSAA Class<|>IHSAA Class Football<|>Year Joined<|>Previous Conference,IHSAA Class Football
Year ended,Competition<|>Venue<|>Year<|>Category<|>Result,Year
Last season,Season<|>Bayernliga<|>Landesliga Süd<|>Landesliga Mitte<|>Landesliga Nord,Season
4th place,Season<|>UEFA Season<|>Coeff<|>Ranking<|>Champions<|>Runner-up<|>3rd place<|>Cup winner<|>Cup runner-up,3rd place
Last season,Season<|>UEFA Season<|>Coeff<|>Ranking<|>Champions<|>Runner-up<|>3rd place<|>Cup winner<|>Cup runner-up,Season
% Win,Against<|>Played<|>Drawn<|>Lost<|>% Won,% Won
Population % 2001,Religious group<|>Population %<|>Growth (1991–2001)<|>Sex ratio (total)<|>Literacy (%)<|>Work participation (%)<|>Sex ratio (rural)<|>Sex ratio (urban)<|>Sex ratio (child),Population %
Year ended,Year<|>Album<|>Oricon position<|>1st week sales<|>Copies sold,Year
Rushing yards,Player<|>Car.<|>Yards<|>Avg.<|>Long,Yards
Year ended,Year<|>Male<|>Female<|>Band<|>Album<|>Pop Act<|>Lifetime Achievement Award,Year
Year ended,Year<|>Male<|>Female<|>Album<|>Live Performance,Year
Year ended,Year<|>Dates<|>Champion<|>Country<|>Score<|>Margin of victory<|>Tournament Location<|>Purse ( US$ )<|>Winners share,Year
Purse ( $ ),Year<|>Dates<|>Champion<|>Country<|>Score<|>Margin of victory<|>Tournament Location<|>Purse ( US$ )<|>Winners share,Purse ( US$ )
Start Time,Event<|>Start Date<|>Finish Date<|>Start<|>Finish<|>Distance<|>Abu Dhabi<|>Camper<|>Groupama<|>Puma<|>Sanya<|>Telefónica,Start
Last season,Season<|>Division<|>Tms.<|>Pos.<|>FA Cup,Season
FA Cup goals,Season<|>Division<|>Tms.<|>Pos.<|>FA Cup,FA Cup
Year ended,Year<|>Venue<|>Winner<|>Country<|>Score<|>Runner-up,Year
High school,School<|>Conference<|>Record (Conference)<|>Head Coach<|>CWS Appearances<|>CWS Best Finish<|>CWS Record,School
Year ended,Year<|>Event<|>Category<|>Nominated work<|>Result,Year
Year ended,Rank<|>Movie<|>Year<|>Studio(s)<|>Lifetime India Distributor share,Year
Water area as percentage of total area,Basin<|>Outlet<|>Total Area<|>In-State Area<|>% In-State,Total Area
Number of Districts (kecamatan),Stake<|>Organized<|>Number of Wards/ Branches in Arkansas<|>Stake President<|>Occupation,Number of Wards/ Branches in Arkansas
Year ended,Year<|>GP/GS<|>Goals<|>Assists<|>Total Points,Year
Year ended,Year<|>Games Played<|>Games Started<|>Attempts<|>Yards<|>Touchdowns<|>Receptions<|>Rec. Yards<|>Rec. Touchdowns<|>Fumbles,Year
Rushing yards,Year<|>Games Played<|>Games Started<|>Attempts<|>Yards<|>Touchdowns<|>Receptions<|>Rec. Yards<|>Rec. Touchdowns<|>Fumbles,Yards
GAMES,Year<|>Games Played<|>Games Started<|>Attempts<|>Yards<|>Touchdowns<|>Receptions<|>Rec. Yards<|>Rec. Touchdowns<|>Fumbles,Games Played
Prize money ( $ ),Year<|>Winner<|>Country<|>Score<|>To par<|>1st prize ( $ ),1st prize ( $ )
Year ended,Year<|>Winner<|>Country<|>Score<|>To par<|>1st prize ( $ ),Year
Year ended,Outcome<|>Year<|>Pro Slam Championship<|>Surface<|>Opponent in the final<|>Score in the final,Year
Academy Award,Year<|>Nominated Work<|>Award<|>Category<|>Result,Award
Year ended,Year<|>Nominated Work<|>Award<|>Category<|>Result,Year
Last season,Season<|>Premiered<|>Bachelorette<|>Profile<|>Winner<|>Runner(s)-Up<|>Proposal,Season
2009,1985<|>1990<|>2004<|>2005<|>2006<|>2007,2007
1991,1985<|>1990<|>2004<|>2005<|>2006<|>2007,1990
1976,1985<|>1990<|>2004<|>2005<|>2006<|>2007,1985
Monday Soma (the Moon),Sunday Sunna/Sól<|>Monday Mona/ Máni<|>Tuesday Tiw/ Tyr<|>Wednesday Woden / Odin<|>Thursday Thunor / Thor<|>Friday Frige or Freya<|>Saturday Saturn,Monday Mona/ Máni
Start Time,Date<|>Time<|>Opponent<|>Result<|>Attendance,Time
2nd pers. sing.,Career Card<|>Starting career/salary<|>2nd career/salary<|>3rd career/salary<|>4th career/salary<|>5th career/salary<|>6th career/salary,2nd career/salary
Avg. Start,Career Card<|>Starting career/salary<|>2nd career/salary<|>3rd career/salary<|>4th career/salary<|>5th career/salary<|>6th career/salary,Starting career/salary
Last season,Season<|>Name<|>Hometown<|>Profession<|>Status<|>Finish,Season
Winning team,Rnd<|>Circuit<|>GTP Winning Team<|>Lights Winning Team<|>GTO Winning Team<|>GTU Winning Team<|>Results,GTU Winning Team
"Area (1930) in 1,000skm 2",Taper<|>Large end<|>Small end<|>Length<|>Taper/ ft<|>Taper/ in<|>Angle from center/°,Taper/ in
Last season,Season<|>Race Name<|>Winning Driver<|>Chassis<|>Engine<|>Tires<|>Team,Season
3 September 2004,"World record<|>Qu Yunxia ( CHN )<|>3:50.46<|>Beijing , China<|>11 September 1993",11 September 1993
Year ended,Year<|>Driver/s<|>Class<|>Vehicle<|>Race title,Year
"$50,000 to $60,000",City & Nation<|>First Place<|>Second Place<|>Third Place<|>Total Top 3 Placements<|>First Place Winning Year(s) (if applicable),First Place Winning Year(s) (if applicable)
Episode number Production number,No. by series<|>No. by season<|>Title<|>Directed by<|>Written by<|>Original air date<|>Production number<|>U.S. viewers (in millions),Production number
Original Canadian air date,No. by series<|>No. by season<|>Title<|>Directed by<|>Written by<|>Original air date<|>Production number<|>U.S. viewers (in millions),Original air date
Episode number Production number,No. by series<|>Title<|>Directed by<|>Written by<|>Original air date<|>Production number<|>U.S. viewers (in millions),Production number
Original Canadian air date,No. by series<|>Title<|>Directed by<|>Written by<|>Original air date<|>Production number<|>U.S. viewers (in millions),Original air date
Time ( ET ),Particle name<|>Particle symbol<|>Antiparticle symbol<|>Quark content<|>Rest mass ( MeV / c 2 )<|>J P C<|>Mean lifetime ( s )<|>Commonly decays to (>5% of decays),Mean lifetime ( s )
"$50,000 to $60,000",Particle name<|>Particle symbol<|>Antiparticle symbol<|>Quark content<|>Rest mass ( MeV / c 2 )<|>J P C<|>Mean lifetime ( s )<|>Commonly decays to (>5% of decays),Commonly decays to (>5% of decays)
Year ended,Year<|>Title<|>Hangul / Japanese<|>Role<|>Network<|>Genre,Year
Cross-section area (cm 2 ),DS Division<|>Main Town<|>Divisional Secretary<|>GN Divisions<|>Area (km 2 )<|>Sri Lankan Tamil<|>Sri Lankan Moors<|>Sinhalese<|>Burgher<|>Other<|>Total<|>Population Density (/km 2 ),Area (km 2 )
Density (inhabitants km 2 ),DS Division<|>Main Town<|>Divisional Secretary<|>GN Divisions<|>Area (km 2 )<|>Sri Lankan Tamil<|>Sri Lankan Moors<|>Sinhalese<|>Burgher<|>Other<|>Total<|>Population Density (/km 2 ),Population Density (/km 2 )
Year ended,Year<|>Team/Chassis<|>Engine<|>Tyres<|>Pts.,Year
Purse ( $ ),Model Number<|>Clock Speed<|>L2<|>L3<|>FSB Speed<|>Multiplier<|>Cores<|>Threads per core<|>Voltage<|>TDP (W)<|>Socket<|>Release Date<|>Price ( USD ),Price ( USD )
Year ended,Year<|>Superintendent<|>Middlesex Principal<|>Gorham Principal<|>Middle School Principal<|>High School Principal,Year
High school,Year<|>Superintendent<|>Middlesex Principal<|>Gorham Principal<|>Middle School Principal<|>High School Principal,High School Principal
1976,Tournament<|>1987<|>1988<|>1989<|>1990<|>1991<|>1992<|>1993<|>1994<|>1995<|>1996<|>1997<|>1998<|>1999<|>2000<|>2001<|>2002<|>2003<|>2004<|>2005,1987
Last season,Season<|>Div.<|>Tms.<|>Pos.<|>Attendance/G,Season
Year ended,Year<|>Labour<|>Lib Dem<|>Green<|>IWCA<|>Independent<|>Conservative,Year
Start Time,Leg<|>Stage<|>Time (EEST)<|>Name<|>Length<|>Winner<|>Time<|>Avg. spd.<|>Rally leader,Time
Time to ft (m) at 25° (seconds),Leg<|>Stage<|>Time (EEST)<|>Name<|>Length<|>Winner<|>Time<|>Avg. spd.<|>Rally leader,Time (EEST)
3’UTR sequence,common name<|>protein name<|>divergence from human lineage (MYA)<|>accession number<|>sequence length (aa)<|>sequence identity to human protein,sequence length (aa)
Ceased to be Duchess,Birth<|>Marriage<|>Became Consort<|>Ceased to be Consort<|>Death<|>Spouse,Ceased to be Consort
Last season,Season<|>Games<|>Lost<|>Tied<|>Points<|>Pct %<|>Goals for<|>Goals against<|>Standing,Season
Time ( ET ),Week<|>Date<|>Time ( PT )<|>Opponent<|>Result<|>Record<|>Game site,Time ( PT )
